t,x,y,z,dx,dy,dz,dv_st
1.9732011608254265e+02,-9.8884276536094828e-01,0.0000000000000000e+00,-1.1210195906174003e-03,-3.5201226419637167e-13,-9.0334846193494966e-03,-5.7892361533505858e-12,3.1967647373676302e-13
2.0037934268850188e+02,-9.8884276536066740e-01,0.0000000000000000e+00,-1.1210195898613056e-03,1.9272352416980392e-13,-9.0334846198032448e-03,-5.6962971488086728e-12,-7.2489492595195773e-13
2.0343856929445153e+02,-9.8884276536045779e-01,0.0000000000000000e+00,-1.1210195891162621e-03,3.9505021344009414e-13,-9.0334846206667763e-03,-5.5666245623583544e-12,-1.1058058589696882e-12
2.0649779590040748e+02,-9.8884276536031546e-01,0.0000000000000000e+00,-1.1210195883926894e-03,3.7173164373580385e-13,-9.0334846216308939e-03,-5.3244910176307621e-12,-1.0456424206495286e-12
2.0955702250637884e+02,-9.8884276536013194e-01,0.0000000000000000e+00,-1.1210195877111673e-03,4.8255396288414306e-13,-9.0334846225927912e-03,-4.9723658558009827e-12,-1.2368429452180861e-12
2.1261624911236521e+02,-9.8884276535972770e-01,0.0000000000000000e+00,-1.1210195870912771e-03,1.1557111959221595e-12,-9.0334846238608879e-03,-4.5815543208015835e-12,-2.5082845240831370e-12
2.1567547571835817e+02,-9.8884276536034565e-01,0.0000000000000000e+00,-1.1210195864960319e-03,-1.0046467022858040e-12,-9.0334846246109546e-03,-3.7953710206558623e-12,1.6971025615930558e-12
2.1873470232440030e+02,-9.8884276536043447e-01,0.0000000000000000e+00,-1.1210195860444669e-03,-1.0774361609707471e-12,-9.0334846238937505e-03,-2.8608243186984609e-12,1.8962193280458452e-12
2.2179392893046065e+02,-9.8884276536050431e-01,0.0000000000000000e+00,-1.1210195857151348e-03,-1.0344506676304152e-12,-9.0334846230553101e-03,-1.9886055951111629e-12,1.8684659153223040e-12
2.2485315553651370e+02,-9.8884276536017568e-01,0.0000000000000000e+00,-1.1210195855101558e-03,7.1690904915594890e-14,-9.0334846226104437e-03,-1.3249236781381565e-12,-2.1806918084621429e-13
2.2791238214254193e+02,-9.8884276536009230e-01,0.0000000000000000e+00,-1.1210195853759409e-03,2.2691650063313810e-13,-9.0334846228580234e-03,-7.4011605212734983e-13,-4.8386864364147189e-13
2.3097160874856132e+02,-9.8884276536012417e-01,0.0000000000000000e+00,-1.1210195853170852e-03,7.1147137715544889e-14,-9.0334846230742949e-03,-1.1067963062502272e-13,-1.4374963939189909e-13
2.3403083535458646e+02,-9.8884276536011861e-01,0.0000000000000000e+00,-1.1210195853463454e-03,9.2594275896665961e-14,-9.0334846231382437e-03,5.4294912800624670e-13,-1.4468096196651457e-13
2.3709006196061458e+02,-9.8884276536005322e-01,0.0000000000000000e+00,-1.1210195854651785e-03,2.9831216861507748e-13,-9.0334846232288379e-03,1.1751532313577931e-12,-5.0081871449947360e-13
2.4014928856664000e+02,-9.8884276536018700e-01,0.0000000000000000e+00,-1.1210195856611190e-03,-4.5972583086790629e-14,-9.0334846232424937e-03,1.8485538341139729e-12,2.0298175513744353e-13
2.4320851517267008e+02,-9.8884276535987237e-01,0.0000000000000000e+00,-1.1210195859635964e-03,9.1374802880141300e-13,-9.0334846233685040e-03,2.4072704601045677e-12,-1.6099307686090469e-12
2.4626774177868595e+02,-9.8884276535994009e-01,0.0000000000000000e+00,-1.1210195863218908e-03,6.1637852230630189e-13,-9.0334846239124023e-03,2.9832125018470059e-12,-1.0003801435232163e-12
2.4932696838470366e+02,-9.8884276536048710e-01,0.0000000000000000e+00,-1.1210195867466847e-03,-8.0374705272631257e-13,-9.0334846236261868e-03,3.7783785631049528e-12,1.7811078578233719e-12
2.5238619499074690e+02,-9.8884276535983873e-01,0.0000000000000000e+00,-1.1210195873233250e-03,1.3556723199529617e-12,-9.0334846232581478e-03,4.2969580242466178e-12,-2.3424159735441202e-12
2.5544542159675549e+02,-9.8884276535996207e-01,0.0000000000000000e+00,-1.1210195879256914e-03,8.7016676170861905e-13,-9.0334846239893407e-03,4.7724822518019968e-12,-1.3790559023618697e-12
2.5850464820275857e+02,-9.8884276536078319e-01,0.0000000000000000e+00,-1.1210195885759488e-03,-1.2500477833335812e-12,-9.0334846234949584e-03,5.5642773269118449e-12,2.7504283934831617e-12
2.6156387480879818e+02,-9.8884276536033822e-01,0.0000000000000000e+00,-1.1210195893827100e-03,6.0799112381792130e-13,-9.0334846223594223e-03,6.1010130866616386e-12,-7.9073943197727189e-13
2.6462310141480486e+02,-9.8884276536049731e-01,0.0000000000000000e+00,-1.1210195902193983e-03,3.4281104068743389e-13,-9.0334846222285270e-03,6.4884407457890640e-12,-2.5727786123752596e-13
2.6768232802079228e+02,-9.8884276536051130e-01,0.0000000000000000e+00,-1.1210195911115165e-03,5.5600124800235192e-13,-9.0334846219823905e-03,6.8119761413459900e-12,-6.4591877162456505e-13
2.7074155462677027e+02,-9.8884276536025051e-01,0.0000000000000000e+00,-1.1210195920505700e-03,1.4272969455992251e-12,-9.0334846221963305e-03,6.9696506434628884e-12,-2.3148488253355022e-12
2.7380078123272671e+02,-9.8884276536075666e-01,0.0000000000000000e+00,-1.1210195929792278e-03,4.6685192434711264e-14,-9.0334846223731891e-03,7.2645820972270722e-12,3.5879202187061316e-13
2.7686000783869821e+02,-9.8884276536084192e-01,0.0000000000000000e+00,-1.1210195939695136e-03,2.0163450569837615e-13,-9.0334846217200448e-03,7.5529608515952540e-12,8.0419704318046556e-14
2.7991923444466659e+02,-9.8884276536077464e-01,0.0000000000000000e+00,-1.1210195949953893e-03,7.1296855669999445e-13,-9.0334846213475650e-03,7.6751305328541758e-12,-8.9635141193866730e-13
2.8297846105061291e+02,-9.8884276536122584e-01,0.0000000000000000e+00,-1.1210195960124334e-03,-2.7545642935986996e-13,-9.0334846208776076e-03,7.8315167541859914e-12,1.0171439498662949e-12
2.8603768765656127e+02,-9.8884276536084248e-01,0.0000000000000000e+00,-1.1210195970786741e-03,1.2092350851452605e-12,-9.0334846203886654e-03,7.7462592110748220e-12,-1.8464867025613788e-12
2.8909691426247832e+02,-9.8884276536049098e-01,0.0000000000000000e+00,-1.1210195981163156e-03,2.1439482923925102e-12,-9.0334846212283271e-03,7.4318301125738306e-12,-3.6647077649831768e-12
2.9215614086836649e+02,-9.8884276536046090e-01,0.0000000000000000e+00,-1.1210195990983469e-03,1.9432077751245776e-12,-9.0334846226020060e-03,7.1719656030209251e-12,-3.2931100577116004e-12
2.9521536747426018e+02,-9.8884276536071836e-01,0.0000000000000000e+00,-1.1210196000446912e-03,1.0491791322153439e-12,-9.0334846235009536e-03,7.1289587434862568e-12,-1.5767756849527359e-12
2.9827459408017864e+02,-9.8884276536092952e-01,0.0000000000000000e+00,-1.1210196009968504e-03,5.5098720142509190e-13,-9.0334846236383992e-03,7.2208403692715416e-12,-6.1434693634510042e-13
3.0133382068611149e+02,-9.8884276536110871e-01,0.0000000000000000e+00,-1.1210196019644078e-03,2.9641573998496449e-13,-9.0334846233510735e-03,7.3328435329223624e-12,-1.1590309441089629e-13
3.0439304729204474e+02,-9.8884276536143467e-01,0.0000000000000000e+00,-1.1210196029397483e-03,-2.6008298730208971e-13,-9.0334846226665100e-03,7.4540972721391554e-12,9.6219591796398167e-13
3.0745227389797697e+02,-9.8884276536149929e-01,0.0000000000000000e+00,-1.1210196039366513e-03,3.6529540247620337e-14,-9.0334846217474674e-03,7.4458355368118515e-12,3.9334408938884729e-13
3.1051150050389111e+02,-9.8884276536164828e-01,0.0000000000000000e+00,-1.1210196049191376e-03,1.3015981864806213e-14,-9.0334846210122777e-03,7.3071896755948001e-12,4.2957253754138943e-13
3.1357072710978747e+02,-9.8884276536148841e-01,0.0000000000000000e+00,-1.1210196058859085e-03,7.8585500076327726e-13,-9.0334846206000519e-03,6.9666432449368490e-12,-1.0789837688207626e-12
3.1662995371565745e+02,-9.8884276536184668e-01,0.0000000000000000e+00,-1.1210196067800539e-03,-4.5233043914498820e-14,-9.0334846203665720e-03,6.6353949837791434e-12,5.0007365643978120e-13
3.1968918032152686e+02,-9.8884276536208982e-01,0.0000000000000000e+00,-1.1210196076356421e-03,-3.4233060878782805e-13,-9.0334846195300189e-03,6.3017536220349004e-12,1.0506715625524522e-12
3.2274840692739377e+02,-9.8884276536222893e-01,0.0000000000000000e+00,-1.1210196084443379e-03,-3.0199633693685240e-13,-9.0334846185650131e-03,5.8545347338649504e-12,9.4431452453136445e-13
3.2580763353324494e+02,-9.8884276536189863e-01,0.0000000000000000e+00,-1.1210196091996480e-03,9.1808058940936630e-13,-9.0334846181769901e-03,5.1341589793909399e-12,-1.4469493180513384e-12
3.2886686013906160e+02,-9.8884276536187288e-01,0.0000000000000000e+00,-1.1210196098359122e-03,9.2648087963332498e-13,-9.0334846186359563e-03,4.3233616310933763e-12,-1.5157740563154222e-12
3.3192608674486644e+02,-9.8884276536150451e-01,0.0000000000000000e+00,-1.1210196103762780e-03,1.7834108860569084e-12,-9.0334846195353480e-03,3.4344120984325756e-12,-3.2203737646341325e-12
3.3498531335066127e+02,-9.8884276536217741e-01,0.0000000000000000e+00,-1.1210196107630500e-03,-3.6689084715999285e-13,-9.0334846201741703e-03,2.8603950944933187e-12,8.8405795395374309e-13
3.3804453995649362e+02,-9.8884276536175031e-01,0.0000000000000000e+00,-1.1210196111267926e-03,9.7478947646238164e-13,-9.0334846200734731e-03,2.2199135480119780e-12,-1.7375219613313674e-12
3.4110376656231693e+02,-9.8884276536200266e-01,0.0000000000000000e+00,-1.1210196113721844e-03,1.0186356856143187e-13,-9.0334846205230024e-03,1.6356527952710389e-12,-9.5693394541740421e-14
3.4416299316814684e+02,-9.8884276536166016e-01,0.0000000000000000e+00,-1.1210196115670800e-03,1.0185308149945148e-12,-9.0334846208594000e-03,9.9619440148602688e-13,-1.8977094441652300e-12
3.4722221977396975e+02,-9.8884276536164950e-01,0.0000000000000000e+00,-1.1210196116612254e-03,7.5614579013573929e-13,-9.0334846217281495e-03,3.9800519947318157e-13,-1.4313030987977983e-12
3.5028144637979790e+02,-9.8884276536158611e-01,0.0000000000000000e+00,-1.1210196116845316e-03,6.8827580457603380e-13,-9.0334846224621179e-03,-1.0137999067558081e-13,-1.3296026736497878e-12
3.5334067298563815e+02,-9.8884276536172167e-01,0.0000000000000000e+00,-1.1210196116400730e-03,1.0107141763168726e-13,-9.0334846229606081e-03,-4.5443694931019568e-13,-2.2198073565959930e-13
3.5639989959149631e+02,-9.8884276536194193e-01,0.0000000000000000e+00,-1.1210196115531619e-03,-5.3965056444568748e-13,-9.0334846228611321e-03,-6.6555712340438415e-13,9.9767930805683150e-13
3.5945912619737152e+02,-9.8884276536124005e-01,0.0000000000000000e+00,-1.1210196114716771e-03,1.4000897378430992e-12,-9.0334846231818755e-03,-1.1042947744350129e-12,-2.7618836611509323e-12
3.6251835280321956e+02,-9.8884276536105320e-01,0.0000000000000000e+00,-1.1210196113037754e-03,1.3809277139238942e-12,-9.0334846247533962e-03,-1.5438258314864558e-12,-2.7549918740987775e-12
3.6557757940906879e+02,-9.8884276536095239e-01,0.0000000000000000e+00,-1.1210196110853696e-03,1.1319146633134255e-12,-9.0334846262462021e-03,-1.7873564770159306e-12,-2.2924970835447310e-12
3.6863680601494275e+02,-9.8884276536108784e-01,0.0000000000000000e+00,-1.1210196108392279e-03,3.4659785299115268e-13,-9.0334846272781544e-03,-1.7725276609437297e-12,-7.7714212238788598e-13
3.7169603262084871e+02,-9.8884276536064897e-01,0.0000000000000000e+00,-1.1210196106266146e-03,1.2989006858638840e-12,-9.0334846282025261e-03,-1.7423666710000927e-12,-2.6070978492498393e-12
3.7475525922675735e+02,-9.8884276536097016e-01,0.0000000000000000e+00,-1.1210196103936367e-03,-1.0182971117222246e-14,-9.0334846291786342e-03,-1.4729899204631491e-12,-7.1944668889045697e-14
3.7781448583269577e+02,-9.8884276536099958e-01,0.0000000000000000e+00,-1.1210196102223095e-03,-1.3871698615011588e-13,-9.0334846292490223e-03,-1.0550210560897561e-12,2.0074658095836638e-13
3.8087371243865232e+02,-9.8884276536067839e-01,0.0000000000000000e+00,-1.1210196101199366e-03,7.0571722982305302e-13,-9.0334846295420101e-03,-7.2415556149761813e-13,-1.4036428183317185e-12
3.8393293904459870e+02,-9.8884276536086835e-01,0.0000000000000000e+00,-1.1210196100418155e-03,-1.8273601977532512e-14,-9.0334846300289540e-03,-2.8989955501464832e-13,1.6996636986732486e-14
3.8699216565055809e+02,-9.8884276536044347e-01,0.0000000000000000e+00,-1.1210196100499717e-03,1.1006066351169021e-12,-9.0334846304765959e-03,7.6084822155027569e-14,-2.1138694137334820e-12
3.9005139225650953e+02,-9.8884276536064653e-01,0.0000000000000000e+00,-1.1210196100821777e-03,2.6887618074665411e-13,-9.0334846312400963e-03,5.6382298063025978e-13,-4.8126094043254848e-13
3.9311061886247614e+02,-9.8884276536062732e-01,0.0000000000000000e+00,-1.1210196101976298e-03,2.9716085019882950e-13,-9.0334846314419348e-03,1.1408764930768544e-12,-5.0063244998455050e-13
3.9616984546845333e+02,-9.8884276536045779e-01,0.0000000000000000e+00,-1.1210196103959729e-03,7.3570026799122995e-13,-9.0334846317822182e-03,1.6800758977051646e-12,-1.3132113963365554e-12
3.9922907207442591e+02,-9.8884276536079430e-01,0.0000000000000000e+00,-1.1210196106488759e-03,-2.4150562723945231e-13,-9.0334846319386486e-03,2.3543285999361727e-12,6.1211176216602321e-13
4.0228829868041441e+02,-9.8884276536071347e-01,0.0000000000000000e+00,-1.1210196110127935e-03,1.9795269117528253e-13,-9.0334846315939243e-03,3.0020157451620061e-12,-1.9450671970844267e-13
4.0534752528639888e+02,-9.8884276536083460e-01,0.0000000000000000e+00,-1.1210196114505629e-03,1.1696256887380730e-14,-9.0334846313796513e-03,3.6138746011998336e-12,2.0381994545459743e-13
4.0840675189237822e+02,-9.8884276536132854e-01,0.0000000000000000e+00,-1.1210196119568906e-03,-1.0582483846029677e-12,-9.0334846305486494e-03,4.3200324515269386e-12,2.3060943931341166e-12
4.1146597849836758e+02,-9.8884276536081295e-01,0.0000000000000000e+00,-1.1210196125909214e-03,8.5364918905030210e-13,-9.0334846297674964e-03,4.7150636450539604e-12,-1.3486016541719439e-12
4.1452520510431793e+02,-9.8884276536079840e-01,0.0000000000000000e+00,-1.1210196132416365e-03,8.8890188059889138e-13,-9.0334846301595162e-03,4.9655779336614623e-12,-1.4027114957571031e-12
4.1758443171025021e+02,-9.8884276536037141e-01,0.0000000000000000e+00,-1.1210196139399544e-03,1.9993879130834560e-12,-9.0334846310070605e-03,5.0981621840095060e-12,-3.5301316529512408e-12
4.2064365831616743e+02,-9.8884276536081495e-01,0.0000000000000000e+00,-1.1210196146243547e-03,5.1422190766193257e-13,-9.0334846319231055e-03,5.4484371213741375e-12,-6.5225176513195025e-13
4.2370288492211023e+02,-9.8884276536144389e-01,0.0000000000000000e+00,-1.1210196153644820e-03,-9.6987357876909353e-13,-9.0334846312585260e-03,6.0743311812108290e-12,2.2432301193475719e-12
4.2676211152808429e+02,-9.8884276536100035e-01,0.0000000000000000e+00,-1.1210196162269200e-03,8.1656101617440745e-13,-9.0334846303392613e-03,6.4213364506968639e-12,-1.1711847037076947e-12
4.2982133813402265e+02,-9.8884276536152249e-01,0.0000000000000000e+00,-1.1210196170841902e-03,-4.4576277267680822e-13,-9.0334846299857663e-03,6.7603345390085520e-12,1.2778211385011674e-12
