t,x,y,z,dx,dy,dz,dv_st
4.2829172483402495e+01,-9.9061269065135227e-01,4.5268442056685693e-03,-2.4731548482626498e-04,3.0471740586517806e-03,-2.6821148912037351e-04,-2.1507986199075036e-03,1.0416004806756972e-11
4.5888399089359815e+01,-9.9061122850278549e-01,4.5248879452888828e-03,-2.4816157339494681e-04,3.0469489438159094e-03,-2.7555566729997594e-04,-2.1631310942718776e-03,9.5487572252750386e-12
4.8947625695317136e+01,-9.9060949643371177e-01,4.5229902319275633e-03,-2.4877389129000880e-04,3.0470563204736323e-03,-2.8457231266698635e-04,-2.1748454494059837e-03,1.1247675865888596e-11
5.2006852301274456e+01,-9.9060751250812529e-01,4.5211766472632534e-03,-2.4914471919754887e-04,3.0474995030198185e-03,-2.9517117047184183e-04,-2.1857752917271368e-03,1.0213535279035568e-11
5.5066078907231777e+01,-9.9060529865731672e-01,4.5194719200340808e-03,-2.4926963762744687e-04,3.0482769830574392e-03,-3.0723787142394876e-04,-2.1957632224353495e-03,9.9853612482547734e-12
5.8125305513189097e+01,-9.9060288043739941e-01,4.5178995223118341e-03,-2.4914768111623819e-04,3.0493823602197045e-03,-3.2063512832658514e-04,-2.2046636002032824e-03,1.1000875383615493e-11
6.1184532119146418e+01,-9.9060028670770095e-01,4.5164812710647307e-03,-2.4878143517925125e-04,3.0508043585329835e-03,-3.3520443551560142e-04,-2.2123451955732044e-03,9.9546276032924642e-12
6.4243758725103746e+01,-9.9059754923392607e-01,4.5152369473055861e-03,-2.4817707003172215e-04,3.0525269329100824e-03,-3.5076825640367737e-04,-2.2186936596751638e-03,1.1659320443868635e-11
6.7302985331061066e+01,-9.9059470221364021e-01,4.5141839423683558e-03,-2.4734430630748148e-04,3.0545294898766274e-03,-3.6713266835319835e-04,-2.2236137307674476e-03,1.1100154370069505e-11
7.0362211937018387e+01,-9.9059178174444440e-01,4.5133369411595381e-03,-2.4629631026559687e-04,3.0567871839904492e-03,-3.8409041792974996e-04,-2.2270311075187686e-03,1.0892096906900405e-11
7.3421438542975707e+01,-9.9058882523600011e-01,4.5127076533470929e-03,-2.4504951844510207e-04,3.0592713193009430e-03,-4.0142431430745251e-04,-2.2288939257361531e-03,1.1766981333494188e-11
7.6480665148933028e+01,-9.9058587078509042e-01,4.5123045985707121e-03,-2.4362339375698708e-04,3.0619498266777319e-03,-4.1891088228873663e-04,-2.2291737883202425e-03,1.0536704212427139e-11
7.9539891754890348e+01,-9.9058295653151951e-01,4.5121329538343512e-03,-2.4204011801404939e-04,3.0647878027267295e-03,-4.3632417757577535e-04,-2.2278663129404503e-03,1.0807905346155168e-11
8.2599118360847669e+01,-9.9058012000529938e-01,4.5121944671672205e-03,-2.4032422789894243e-04,3.0677481152839412e-03,-4.5343966109023803e-04,-2.2249911791092252e-03,1.0692607611417768e-11
8.5658344966804989e+01,-9.9057739749008844e-01,4.5124874390125597e-03,-2.3850220345123831e-04,3.0707920347711102e-03,-4.7003802991885113e-04,-2.2205916751292442e-03,1.1117663234472275e-11
8.8717571572762310e+01,-9.9057482341424818e-01,4.5130067722681643e-03,-2.3660201998066522e-04,3.0738798935941915e-03,-4.8590889938837645e-04,-2.2147337629740871e-03,1.0528508573770523e-11
9.1776798178719631e+01,-9.9057242978946902e-01,4.5137440880098651e-03,-2.3465267532578945e-04,3.0769717422710913e-03,-5.0085424247592325e-04,-2.2075046967360099e-03,1.0834541171789167e-11
9.4836024784676951e+01,-9.9057024570669205e-01,4.5146879025663609e-03,-2.3268370499566937e-04,3.0800279984235512e-03,-5.1469150166472133e-04,-2.1990112447069299e-03,1.1769775301218034e-11
9.7895251390634272e+01,-9.9056829690324555e-01,4.5158238587883637e-03,-2.3072469762462668e-04,3.0830100633328639e-03,-5.2725630655392486e-04,-2.1893775772830518e-03,1.1292193084955216e-11
1.0095447799659159e+02,-9.9056660540958030e-01,4.5171350044681596e-03,-2.2880482283024945e-04,3.0858808940919303e-03,-5.3840474479516232e-04,-2.1787428909191353e-03,1.0590348392724988e-11
1.0401370460254891e+02,-9.9056518927758508e-01,4.5186021085901387e-03,-2.2695238229951810e-04,3.0886055288488982e-03,-5.4801515424485192e-04,-2.1672588427965119e-03,8.3149876445531871e-12
1.0707293120850623e+02,-9.9056406239719874e-01,4.5202040059171044e-03,-2.2519439356591688e-04,3.0911515421709525e-03,-5.5598942376200444e-04,-2.1550868717559856e-03,1.1020060628652571e-11
1.1013215781446355e+02,-9.9056323439051674e-01,4.5219179594022689e-03,-2.2355621386492130e-04,3.0934894523315720e-03,-5.6225380710972495e-04,-2.1423954776065902e-03,9.9406577646732310e-12
1.1319138442042087e+02,-9.9056271059516776e-01,4.5237200314351619e-03,-2.2206120988452923e-04,3.0955930309085034e-03,-5.6675927263727388e-04,-2.1293575258523306e-03,9.5251016318798070e-12
1.1625061102637819e+02,-9.9056249211436709e-01,4.5255854571191120e-03,-2.2073047724476805e-04,3.0974395683730626e-03,-5.6948141592405577e-04,-2.1161476354314632e-03,1.1548120528459549e-11
1.1930983763233552e+02,-9.9056257593408281e-01,4.5274890083435533e-03,-2.1958261094279409e-04,3.0990100650047300e-03,-5.7041998653928339e-04,-2.1029396984371149e-03,1.0950211435556414e-11
1.2236906423829284e+02,-9.9056295510075076e-01,4.5294053445509705e-03,-2.1863352701435968e-04,3.1002893485107446e-03,-5.6959807586376421e-04,-2.0899045692688955e-03,9.7227282822132108e-12
1.2542829084425016e+02,-9.9056361894314315e-01,4.5313093452860427e-03,-2.1789633381609627e-04,3.1012661447700671e-03,-5.6706101795744868e-04,-2.0772079497263850e-03,1.0184291750192641e-11
1.2848751745020749e+02,-9.9056455333194293e-01,4.5331764187889079e-03,-2.1738124979679083e-04,3.1019330940600335e-03,-5.6287506177199464e-04,-2.0650084865109363e-03,1.0675843805074692e-11
1.3154674405616481e+02,-9.9056574096973860e-01,4.5349827850418535e-03,-2.1709556406113745e-04,3.1022867152028814e-03,-5.5712586610079384e-04,-2.0534560877216836e-03,1.1721719056367874e-11
1.3460597066212213e+02,-9.9056716169892300e-01,4.5367057320880822e-03,-2.1704363528626236e-04,3.1023273365903131e-03,-5.4991686473870871e-04,-2.0426904565778478e-03,1.0137166827917096e-11
1.3766519726807945e+02,-9.9056879282535970e-01,4.5383238453325578e-03,-2.1722692431034427e-04,3.1020589841990343e-03,-5.4136754533928855e-04,-2.0328398342503561e-03,1.0326784104108809e-11
1.4072442387403677e+02,-9.9057060944404474e-01,4.5398172103970416e-03,-2.1764405557392203e-04,3.1014892549403794e-03,-5.3161167664605991e-04,-2.0240199381594656e-03,1.1748354882001880e-11
1.4378365047999409e+02,-9.9057258476797350e-01,4.5411675894540060e-03,-2.1829090269086352e-04,3.1006291586350623e-03,-5.2079551630468401e-04,-2.0163330791848812e-03,1.0904949158430100e-11
1.4684287708595141e+02,-9.9057469045644664e-01,4.5423585748013374e-03,-2.1916069427854165e-04,3.0994929371254308e-03,-5.0907601714722528e-04,-2.0098674389747101e-03,1.1694524437189102e-11
1.4990210369190874e+02,-9.9057689693378592e-01,4.5433757206962784e-03,-2.2024413629487521e-04,3.0980978815798197e-03,-4.9661904635889265e-04,-2.0046964882504152e-03,1.0942947119474412e-11
1.5296133029786606e+02,-9.9057917370625037e-01,4.5442066550276661e-03,-2.2152954792617322e-04,3.0964641214192203e-03,-4.8359762766669867e-04,-2.0008785283670131e-03,1.0999571532011032e-11
1.5602055690382338e+02,-9.9058148966867143e-01,4.5448411739796328e-03,-2.2300300889633226e-04,3.0946144131870162e-03,-4.7019020489114105e-04,-1.9984563397361962e-03,1.1409167200326920e-11
1.5907978350978070e+02,-9.9058381340620272e-01,4.5452713201047726e-03,-2.2464851654328404e-04,3.0925739119703820e-03,-4.5657892697292812e-04,-1.9974569242794823e-03,1.0873842984437943e-11
1.6213901011573802e+02,-9.9058611349155712e-01,4.5454914464321513e-03,-2.2644815201606106e-04,3.0903699296091127e-03,-4.4294794560606476e-04,-1.9978913323072927e-03,1.2177880853414534e-11
1.6519823672169534e+02,-9.9058835877508189e-01,4.5454982666260652e-03,-2.2838225527573914e-04,3.0880316892047312e-03,-4.2948171716561401e-04,-1.9997545683935795e-03,1.0296981781721113e-11
1.6825746332765266e+02,-9.9059051867828352e-01,4.5452908921642188e-03,-2.3042960943924962e-04,3.0855900483447714e-03,-4.1636329926164617e-04,-2.0030255755162669e-03,1.1389050632715226e-11
1.7131668993360998e+02,-9.9059256347936497e-01,4.5448708564541120e-03,-2.3256763524115442e-04,3.0830772290200694e-03,-4.0377262919100154e-04,-2.0076673005539471e-03,1.0716263204813003e-11
1.7437591653956730e+02,-9.9059446460620293e-01,4.5442421239714629e-03,-2.3477259670590841e-04,3.0805265071076624e-03,-3.9188478011920047e-04,-2.0136268495266531e-03,1.0518077760934830e-11
1.7743514314552462e+02,-9.9059619492637885e-01,4.5434110850365471e-03,-2.3701981955550337e-04,3.0779718979877138e-03,-3.8086818361882102e-04,-2.0208357439762473e-03,1.0085012763738632e-11
1.8049436975148194e+02,-9.9059772904148358e-01,4.5423865327490929e-03,-2.3928392353977229e-04,3.0754478123097410e-03,-3.7088282033337361e-04,-2.0292102943014383e-03,1.1267792433500290e-11
1.8355359635743926e+02,-9.9059904358044193e-01,4.5411796204595720e-03,-2.4153906990205548e-04,3.0729886967261330e-03,-3.6207837984869595e-04,-2.0386521080118275e-03,1.1945795267820358e-11
1.8661282296339658e+02,-9.9060011749407040e-01,4.5398037966959204e-03,-2.4375922475557428e-04,3.0706286472320351e-03,-3.5459240025703664e-04,-2.0490487530366486e-03,9.7789801657199844e-12
1.8967204956935390e+02,-9.9060093234803481e-01,4.5382747161207687e-03,-2.4591843887182021e-04,3.0684009998291168e-03,-3.4854840074294291e-04,-2.0602745966307521e-03,1.1162925511598587e-11
1.9273127617531122e+02,-9.9060147260321652e-01,4.5366101220639179e-03,-2.4799114318368803e-04,3.0663379195128996e-03,-3.4405403179715854e-04,-2.0721918396569968e-03,1.0836590081453322e-11
1.9579050278126854e+02,-9.9060172589055584e-01,4.5348296978229927e-03,-2.4995245871540275e-04,3.0644699543666189e-03,-3.4119927664366667e-04,-2.0846517640970268e-03,9.5783732831478126e-12
1.9884972938722586e+02,-9.9060168326455789e-01,4.5329548866554544e-03,-2.5177851886914874e-04,3.0628255944089994e-03,-3.4005473662279684e-04,-2.0974962068420759e-03,1.0371860116720199e-11
2.0190895599318318e+02,-9.9060133943015927e-01,4.5310086764152359e-03,-2.5344680030548079e-04,3.0614308315624413e-03,-3.4067004996862771e-04,-2.1105592678175079e-03,1.0772887617349624e-11
2.0496818259914050e+02,-9.9060069293895958e-01,4.5290153488655649e-03,-2.5493645788785056e-04,3.0603087188220005e-03,-3.4307249435472364e-04,-2.1236692527468932e-03,1.1698249727487564e-11
2.0802740920509783e+02,-9.9059974634056847e-01,4.5270001944468811e-03,-2.5622865791232656e-04,3.0594789569444204e-03,-3.4726582609634349e-04,-2.1366508416380521e-03,1.0193232446908951e-11
2.1108663581105515e+02,-9.9059850628638879e-01,4.5249891938158576e-03,-2.5730690273964194e-04,3.0589575007715312e-03,-3.5322941383952866e-04,-2.1493274643019852e-03,1.0592024773359299e-11
2.1414586241701247e+02,-9.9059698356917281e-01,4.5230086691246084e-03,-2.5815733890753703e-04,3.0587562216896520e-03,-3.6091772077539996e-04,-2.1615238526143765e-03,9.5549039542675030e-12
2.1720508902296979e+02,-9.9059519310036936e-01,4.5210849091254337e-03,-2.5876904015593592e-04,3.0588826074752712e-03,-3.7026018923491666e-04,-2.1730687284840138e-03,1.0451581329107282e-11
2.2026431562892711e+02,-9.9059315380916257e-01,4.5192437751600490e-03,-2.5913425648115218e-04,3.0593395424788751e-03,-3.8116156804701706e-04,-2.1837975747744623e-03,1.1325906962156297e-11
2.2332354223488443e+02,-9.9059088846580645e-01,4.5175102942642577e-03,-2.5924862010646727e-04,3.0601251537612758e-03,-3.9350271925686631e-04,-2.1935554273682101e-03,1.0652188211679461e-11
2.2638276884084175e+02,-9.9058842342405085e-01,4.5159082497693267e-03,-2.5911130004539691e-04,3.0612327439411688e-03,-4.0714192014823514e-04,-2.2021996180897822e-03,1.0771397501230241e-11
2.2944199544679907e+02,-9.9058578828054933e-01,4.5144597780794604e-03,-2.5872509744153868e-04,3.0626508224312187e-03,-4.2191666456670163e-04,-2.2096023932415914e-03,8.9882872998714440e-12
2.3250122205275639e+02,-9.9058301546093508e-01,4.5131849824258377e-03,-2.5809647549435876e-04,3.0643632200987795e-03,-4.3764594849016181e-04,-2.2156533306704283e-03,1.0619405657052993e-11
2.3556044865871371e+02,-9.9058013972941761e-01,4.5121015741841630e-03,-2.5723551939053950e-04,3.0663493169532136e-03,-4.5413300337149298e-04,-2.2202614795054161e-03,1.1553335934877397e-11
2.3861967526467103e+02,-9.9057719764178398e-01,4.5112245512251032e-03,-2.5615582381445122e-04,3.0685843464264310e-03,-4.7116842701033779e-04,-2.2233571530686671e-03,1.0554958134889600e-11
2.4167890187062835e+02,-9.9057422694807662e-01,4.5105659250353480e-03,-2.5487430841321965e-04,3.0710397929000020e-03,-4.8853363588741150e-04,-2.2248933141650606e-03,1.1701975017786026e-11
2.4473812847658567e+02,-9.9057126595744394e-01,4.5101345027693963e-03,-2.5341096351757185e-04,3.0736838750779222e-03,-5.0600455611760076e-04,-2.2248465053834160e-03,1.1479388922452927e-11
2.4779735508254299e+02,-9.9056835288892453e-01,4.5099357310489484e-03,-2.5178853132420715e-04,3.0764820809185793e-03,-5.2335545717019372e-04,-2.2232172927409729e-03,1.0652933269739152e-11
2.5085658168850031e+02,-9.9056552521875452e-01,4.5099716072401338e-03,-2.5003213020962392e-04,3.0793977627584452e-03,-5.4036282150204951e-04,-2.2200302080385144e-03,9.9145807325839973e-12
2.5391580829445763e+02,-9.9056281904508459e-01,4.5102406592201849e-03,-2.4816883161777692e-04,3.0823927638442159e-03,-5.5680914760125599e-04,-2.2153331942464730e-03,1.1181924492120743e-11
2.5697503490041498e+02,-9.9056026848420109e-01,4.5107379933471562e-03,-2.4622720065834954e-04,3.0854280675094263e-03,-5.7248658486519499e-04,-2.2091965758590576e-03,9.7484327852725972e-12
2.6003426150637233e+02,-9.9055790512021891e-01,4.5114554089662577e-03,-2.4423681290574358e-04,3.0884644339609652e-03,-5.8720030685788238e-04,-2.2017115930795836e-03,1.0814424604177476e-11
2.6309348811232968e+02,-9.9055575751061098e-01,4.5123815746546184e-03,-2.4222776013384191e-04,3.0914630413905126e-03,-6.0077154055748760e-04,-2.1929885524026248e-03,1.0779779404401779e-11
2.6615271471828703e+02,-9.9055385076954550e-01,4.5135022584351725e-03,-2.4023015760611503e-04,3.0943860795146572e-03,-6.1304019097319085e-04,-2.1831546580727674e-03,9.8132528364658340e-12
2.6921194132424438e+02,-9.9055220622955098e-01,4.5148006060605197e-03,-2.3827366527579780e-04,3.0971973085211499e-03,-6.2386700940519901e-04,-2.1723515954187333e-03,1.1057313531637192e-11
2.7227116793020173e+02,-9.9055084118563042e-01,4.5162574563993273e-03,-2.3638703354163091e-04,3.0998625696796560e-03,-6.3313528057107327e-04,-2.1607329412624619e-03,1.1245813220739366e-11
2.7533039453615908e+02,-9.9054976872821376e-01,4.5178516848354382e-03,-2.3459768300875707e-04,3.1023502249746498e-03,-6.4075201958357919e-04,-2.1484614763405234e-03,1.0548252612352370e-11
2.7838962114211643e+02,-9.9054899765805160e-01,4.5195605660302927e-03,-2.3293132590450550e-04,3.1046315383848706e-03,-6.4664868412900312e-04,-2.1357064707732908e-03,1.0742899030447006e-11
2.8144884774807377e+02,-9.9054853247955255e-01,4.5213601453632721e-03,-2.3141163447119758e-04,3.1066809907729339e-03,-6.5078142768260072e-04,-2.1226410075667465e-03,1.1022668331861495e-11
2.8450807435403112e+02,-9.9054837346795377e-01,4.5232256106963317e-03,-2.3005995983249185e-04,3.1084765230842181e-03,-6.5313092964647268e-04,-2.1094394003167687e-03,1.1481437832117082e-11
2.8756730095998847e+02,-9.9054851679962375e-01,4.5251316570430336e-03,-2.2889510283952919e-04,3.1099997181603866e-03,-6.5370184685298316e-04,-2.0962747510436782e-03,9.6716918051242819e-12
2.9062652756594582e+02,-9.9054895474031546e-01,4.5270528379795028e-03,-2.2793313670227720e-04,3.1112359134872172e-03,-6.5252193784648416e-04,-2.0833166835337973e-03,1.1197384446859361e-11
2.9368575417190317e+02,-9.9054967587327858e-01,4.5289638978617463e-03,-2.2718727940071223e-04,3.1121742738711728e-03,-6.4964091402108792e-04,-2.0707292763090124e-03,1.0219868272542954e-11
2.9674498077786052e+02,-9.9055066537074732e-01,4.5308400810588059e-03,-2.2666781290676583e-04,3.1128077901285724e-03,-6.4512907421065968e-04,-2.0586692097050237e-03,1.1990871280431748e-11
2.9980420738381787e+02,-9.9055190528456138e-01,4.5326574166743685e-03,-2.2638204528784304e-04,3.1131332578303410e-03,-6.3907577007915606e-04,-2.0472841312236690e-03,1.1476781219244003e-11
3.0286343398977522e+02,-9.9055337486189665e-01,4.5343929758986856e-03,-2.2633431103546948e-04,3.1131511958537124e-03,-6.3158775465288475e-04,-2.0367112366164366e-03,1.1185277253389358e-11
3.0592266059573257e+02,-9.9055505086763052e-01,4.5360251035758588e-03,-2.2652600498801015e-04,3.1128657485411113e-03,-6.2278745016541848e-04,-2.0270760566457385e-03,1.1128652840852737e-11
3.0898188720168991e+02,-9.9055690791357720e-01,4.5375336226957212e-03,-2.2695564482903656e-04,3.1122845539929937e-03,-6.1281117384870409e-04,-2.0184914356732348e-03,1.0997708886861800e-11
3.1204111380764726e+02,-9.9055891878774360e-01,4.5389000140958211e-03,-2.2761895770959719e-04,3.1114185916939607e-03,-6.0180734674486480e-04,-2.0110566845925309e-03,1.0106433182954787e-11
3.1510034041360461e+02,-9.9056105478123191e-01,4.5401075731126960e-03,-2.2850898689909447e-04,3.1102820101501592e-03,-5.8993470525847691e-04,-2.0048568893835960e-03,1.0980386286973951e-11
3.1815956701956196e+02,-9.9056328600720800e-01,4.5411415446032282e-03,-2.2961621481492340e-04,3.1088919464202077e-03,-5.7736052848522679e-04,-1.9999623563645634e-03,9.9857337772846206e-12
3.2121879362551931e+02,-9.9056558171770193e-01,4.5419892387662383e-03,-2.3092869966733143e-04,3.1072683195285770e-03,-5.6425888805389235e-04,-1.9964281766622731e-03,1.1719856411218644e-11
3.2427802023147666e+02,-9.9056791060777583e-01,4.5426401297469750e-03,-2.3243222350946116e-04,3.1054336300427175e-03,-5.5080891931180709e-04,-1.9942938941370685e-03,1.0678824037313460e-11
3.2733724683743401e+02,-9.9057024112029057e-01,4.5430859381929501e-03,-2.3411045030399078e-04,3.1034127267147585e-03,-5.3719311300493011e-04,-1.9935832648661452e-03,1.1169631034135817e-11
3.3039647344339136e+02,-9.9057254173928200e-01,4.5433207002317181e-03,-2.3594509337643971e-04,3.1012325818653890e-03,-5.2359561593584569e-04,-1.9943040990796708e-03,9.9523924291133874e-12
3.3345570004934871e+02,-9.9057478128529408e-01,4.5433408223093021e-03,-2.3791609209997721e-04,3.0989220356589442e-03,-5.1020053550565603e-04,-1.9964481816303514e-03,1.0725762695074079e-11
3.3651492665530606e+02,-9.9057692920430240e-01,4.5431451234645591e-03,-2.4000179841153718e-04,3.0965115405971345e-03,-4.9719023397720719e-04,-1.9999912705631492e-03,1.1893641203641891e-11
3.3957415326126340e+02,-9.9057895585877220e-01,4.5427348632942240e-03,-2.4217917394223036e-04,3.0940328801776582e-03,-4.8474360626082902e-04,-2.0048931785649074e-03,1.0388996452093125e-11
3.4263337986722075e+02,-9.9058083282100640e-01,4.5421137566694653e-03,-2.4442399927501182e-04,3.0915188671915648e-03,-4.7303432954559632e-04,-2.0110979458696512e-03,9.8510645329952241e-12
3.4569260647317810e+02,-9.9058253316509137e-01,4.5412879729344758e-03,-2.4671109662991017e-04,3.0890030318048945e-03,-4.6222907986714912e-04,-2.0185341173318216e-03,1.0985601693391799e-11
3.4875183307913545e+02,-9.9058403176155441e-01,4.5402661164664106e-03,-2.4901456720514438e-04,3.0865192833763656e-03,-4.5248571736944410e-04,-2.0271151399273418e-03,1.0034907609224317e-11
3.5181105968509280e+02,-9.9058530557616664e-01,4.5390591880757371e-03,-2.5130804463776565e-04,3.0841015425318316e-03,-4.4395144170239487e-04,-2.0367398992486439e-03,1.2185331434011458e-11
3.5487028629105015e+02,-9.9058633396162898e-01,4.5376805235455252e-03,-2.5356496521084730e-04,3.0817833704857795e-03,-4.3676092779310061e-04,-2.0472934150435750e-03,1.0794308036565782e-11
3.5792951289700750e+02,-9.9058709895349795e-01,4.5361457062336810e-03,-2.5575885510738434e-04,3.0795975533207468e-03,-4.3103446223469177e-04,-2.0586477168165894e-03,1.1598411947488786e-11
3.6098873950296485e+02,-9.9058758555049853e-01,4.5344724520123515e-03,-2.5786363426064948e-04,3.0775756942822540e-03,-4.2687610026648226e-04,-2.0706629184179693e-03,1.1863466352224351e-11
3.6404796610892220e+02,-9.9058778198663355e-01,4.5326804616109585e-03,-2.5985393511814475e-04,3.0757477751116283e-03,-4.2437188186639219e-04,-2.0831885090080199e-03,1.1080969125032427e-11
3.6710719271487955e+02,-9.9058767998213315e-01,4.5307912403596672e-03,-2.6170543407442760e-04,3.0741417167907039e-03,-4.2358814178722337e-04,-2.0960648724116129e-03,1.0731536895036697e-11
3.7016641932083689e+02,-9.9058727496626353e-01,4.5288278822550156e-03,-2.6339519171460581e-04,3.0727829428074827e-03,-4.2456996228135147e-04,-2.1091250413667528e-03,9.8270364105701453e-12
3.7322564592679424e+02,-9.9058656626650887e-01,4.5268148178734639e-03,-2.6490199701426683e-04,3.0716939460832637e-03,-4.2733982032472362e-04,-2.1221966852452345e-03,1.0614376515150070e-11
3.7628487253275159e+02,-9.9058555725098363e-01,4.5247775264560617e-03,-2.6620670934556482e-04,3.0708938831667948e-03,-4.3189648388730628e-04,-2.1351043203486318e-03,1.0301265865564345e-11
3.7934409913870894e+02,-9.9058425542097095e-01,4.5227422137040438e-03,-2.6729259107986341e-04,3.0703981893294534e-03,-4.3821421485212841e-04,-2.1476717217557865e-03,1.0610464960336686e-11
3.8240332574466629e+02,-9.9058267243897591e-01,4.5207354589005717e-03,-2.6814562264219661e-04,3.0702182460974705e-03,-4.4624233135837077e-04,-2.1597245040995286e-03,9.9102966487407657e-12
3.8546255235062364e+02,-9.9058082409066905e-01,4.5187838355245603e-03,-2.6875479112003098e-04,3.0703610939506439e-03,-4.5590518133498126e-04,-2.1710928278265563e-03,1.2257415801286695e-11
3.8852177895658099e+02,-9.9057873016653486e-01,4.5169135113534578e-03,-2.6911234307235834e-04,3.0708292253554012e-03,-4.6710256804527450e-04,-2.1816141761836893e-03,1.0204967111349104e-11
3.9158100556253834e+02,-9.9057641427192589e-01,4.5151498363149804e-03,-2.6921399251251686e-04,3.0716204300998105e-03,-4.7971065929153234e-04,-2.1911361393699711e-03,1.1181365698575973e-11
3.9464023216849569e+02,-9.9057390354633224e-01,4.5135169275181486e-03,-2.6905907532791013e-04,3.0727277551139817e-03,-4.9358339208549484e-04,-2.1995191339667514e-03,1.0647345334291460e-11
3.9769945877445303e+02,-9.9057122830980360e-01,4.5120372595444554e-03,-2.6865064222744744e-04,3.0741395291361811e-03,-5.0855437801766712e-04,-2.2066389824592844e-03,1.1532660573720930e-11
4.0075868538041038e+02,-9.9056842162708980e-01,4.5107312727333494e-03,-2.6799548414246357e-04,3.0758395006918807e-03,-5.2443928373369086e-04,-2.2123892750462379e-03,1.0020751506090161e-11
4.0381791198636773e+02,-9.9056551880740484e-01,4.5096170090377016e-03,-2.6710408561724869e-04,3.0778070541555079e-03,-5.4103865143195762e-04,-2.2166834396980871e-03,1.0724086314439772e-11
4.0687713859232508e+02,-9.9056255683928529e-01,4.5087097865637001e-03,-2.6599050406711706e-04,3.0800175343603966e-03,-5.5814109884921859e-04,-2.2194564519378156e-03,1.0774936527013779e-11
4.0993636519828243e+02,-9.9055957378350978e-01,4.5080219213481246e-03,-2.6467217516725589e-04,3.0824426401924914e-03,-5.7552682789130394e-04,-2.2206661269014213e-03,1.1722091585397721e-11
4.1299559180423978e+02,-9.9055660813099899e-01,4.5075625059207503e-03,-2.6316964746995406e-04,3.0850509048687292e-03,-5.9297134992786216e-04,-2.2202939489193332e-03,1.0639522224664688e-11
4.1605481841019713e+02,-9.9055369814935101e-01,4.5073372505353643e-03,-2.6150625178258610e-04,3.0878082280139723e-03,-6.1024933137865389e-04,-2.2183454107487454e-03,1.0581221431493759e-11
4.1911404501615448e+02,-9.9055088122876633e-01,4.5073483920353985e-03,-2.5970771329884422e-04,3.0906784666145364e-03,-6.2713845341211272e-04,-2.2148498517655327e-03,1.1591520160436631e-11
4.2217327162211183e+02,-9.9054819324940635e-01,4.5075946712443589e-03,-2.5780171632414165e-04,3.0936240525500595e-03,-6.4342318422927480e-04,-2.2098598032826051e-03,1.0873656719923018e-11
4.2523249822806918e+02,-9.9054566798719690e-01,4.5080713800225878e-03,-2.5581743341415898e-04,3.0966066219770740e-03,-6.5889836174026772e-04,-2.2034498665656874e-03,9.8609365522861477e-12
4.2829172483402652e+02,-9.9054333656996985e-01,4.5087704753054743e-03,-2.5378503158969367e-04,3.0995876496175360e-03,-6.7337249534382693e-04,-2.1957151653678019e-03,1.0781083256006240e-11
4.3135095143998387e+02,-9.9054122699747660e-01,4.5096807541430538e-03,-2.5173516853965700e-04,3.1025290674344570e-03,-6.8667071173134087e-04,-2.1867694285391827e-03,1.0634306818246843e-11
