t,x,y,z,dx,dy,dz,dv_vel,dv_st
2.103337e+02,-9.914110e-01,3.532330e-03,4.770956e-04,1.487258e-03,5.915569e-03,-1.785437e-03,-7.812500e-10,-7.812500e-10
2.115022e+02,-9.888551e-01,-4.911941e-04,-1.115678e-03,-4.506376e-04,-8.979495e-03,1.946825e-04,-9.375000e-09,3.125000e-09
2.126707e+02,-9.915426e-01,-2.794592e-03,6.557004e-04,-9.409229e-04,7.578919e-03,1.471280e-03,-9.375000e-09,-3.906250e-09
2.138393e+02,-9.902814e-01,4.394583e-03,-4.068282e-04,3.227159e-03,-2.129111e-03,-1.898078e-03,-7.812500e-10,-3.906250e-10
2.150078e+02,-9.897461e-01,-3.804172e-03,-6.991322e-04,-3.097656e-03,-4.877860e-03,1.579950e-03,-3.906250e-10,3.906250e-10
2.161763e+02,-9.916436e-01,1.362694e-03,8.449146e-04,3.208149e-04,9.401011e-03,-7.522886e-04,-7.031250e-09,-5.273437e-09
2.173448e+02,-9.890405e-01,1.934648e-03,-1.034357e-03,1.737359e-03,-8.158453e-03,-7.732097e-04,-6.250000e-09,1.562500e-09
2.185133e+02,-9.910888e-01,-4.279519e-03,1.551466e-04,-2.361171e-03,2.987164e-03,2.027027e-03,3.437500e-08,-7.812500e-09
2.196819e+02,-9.910803e-01,4.290156e-03,1.478476e-04,2.378630e-03,2.921189e-03,-2.029299e-03,1.171875e-09,1.171875e-09
2.208504e+02,-9.890468e-01,-1.963976e-03,-1.031553e-03,-1.762370e-03,-8.130317e-03,7.851539e-04,2.343750e-09,-1.171875e-09
2.220189e+02,-9.916447e-01,-1.328795e-03,8.475887e-04,-3.107920e-04,9.427376e-03,7.341009e-04,-3.125000e-09,-1.757812e-09
2.231874e+02,-9.897350e-01,3.786509e-03,-7.048018e-04,3.088873e-03,-4.932139e-03,-1.571506e-03,1.250000e-08,7.812500e-10
2.243559e+02,-9.902930e-01,-4.402135e-03,-3.999877e-04,-3.224028e-03,-2.065741e-03,1.903207e-03,5.468750e-09,-4.687500e-09
2.255245e+02,-9.915392e-01,2.821791e-03,6.503818e-04,9.575877e-04,7.528710e-03,-1.483708e-03,-6.640625e-09,-5.468750e-09
2.266930e+02,-9.888535e-01,4.588476e-04,-1.116353e-03,4.210321e-04,-8.986380e-03,-1.818572e-04,-1.250000e-08,3.125000e-09
2.278615e+02,-9.914163e-01,-3.510920e-03,4.835051e-04,-1.468185e-03,5.974623e-03,1.777104e-03,1.562500e-09,3.906250e-10
2.290300e+02,-9.906133e-01,4.519602e-03,-2.000902e-04,3.039060e-03,-2.302369e-04,-2.013868e-03,7.812500e-10,7.812500e-10
2.301985e+02,-9.894368e-01,-3.210387e-03,-8.517541e-04,-2.739291e-03,-6.352076e-03,1.309116e-03,7.031250e-09,-4.687500e-09
2.313671e+02,-9.916635e-01,3.408499e-04,8.950453e-04,7.027379e-05,9.898202e-03,-1.906980e-04,-3.906250e-10,-3.906250e-10
2.325356e+02,-9.892598e-01,2.745097e-03,-9.349264e-04,2.398869e-03,-7.168793e-03,-1.108920e-03,-3.750000e-08,3.906250e-09
2.337041e+02,-9.908149e-01,-4.491872e-03,-6.034296e-05,-2.818019e-03,1.039481e-03,2.047738e-03,7.421875e-09,-4.492188e-09
2.348726e+02,-9.913028e-01,3.881938e-03,3.564514e-04,1.835732e-03,4.811414e-03,-1.912656e-03,-1.171875e-09,-1.171875e-09
2.360412e+02,-9.889016e-01,-1.070073e-03,-1.095477e-03,-9.765886e-04,-8.774564e-03,4.249736e-04,-3.125000e-09,1.562500e-09
2.372097e+02,-9.915945e-01,-2.273040e-03,7.436474e-04,-6.621501e-04,8.416409e-03,1.222672e-03,-1.406250e-08,-6.640625e-09
2.383782e+02,-9.900704e-01,4.219177e-03,-5.271001e-04,3.241142e-03,-3.249654e-03,-1.791975e-03,-6.250000e-09,-1.562500e-09
2.395467e+02,-9.899520e-01,-4.088925e-03,-5.915160e-04,-3.212850e-03,-3.855475e-03,1.721772e-03,-2.343750e-09,1.562500e-09
2.407152e+02,-9.916163e-01,1.957025e-03,7.855889e-04,5.257733e-04,8.821259e-03,-1.063876e-03,-1.171875e-09,-1.171875e-09
2.418838e+02,-9.889427e-01,1.388455e-03,-1.077556e-03,1.261228e-03,-8.593344e-03,-5.524443e-04,-1.875000e-08,3.906250e-09
2.430523e+02,-9.912320e-01,-4.046466e-03,2.853425e-04,-2.030350e-03,4.165326e-03,1.965291e-03,1.750000e-07,-1.953125e-09
2.442208e+02,-9.909156e-01,4.441319e-03,1.480380e-05,2.673248e-03,1.719286e-03,-2.050980e-03,1.171875e-09,1.171875e-09
2.453893e+02,-9.891757e-01,-2.475262e-03,-9.735041e-04,-2.186407e-03,-7.550981e-03,9.956828e-04,5.468750e-09,-3.125000e-09
2.465578e+02,-9.916595e-01,-7.018575e-04,8.843573e-04,-1.491444e-04,9.791675e-03,3.915771e-04,0.000000e+00,0.000000e+00
2.477264e+02,-9.895400e-01,3.434389e-03,-8.019250e-04,2.887331e-03,-5.867565e-03,-1.408649e-03,1.000000e-07,-1.562500e-09
2.488949e+02,-9.905002e-01,-4.498878e-03,-2.733444e-04,-3.126519e-03,-8.996518e-04,1.981915e-03,1.171875e-09,-1.171875e-09
2.500634e+02,-9.914666e-01,3.281136e-03,5.469791e-04,1.277002e-03,6.561456e-03,-1.684355e-03,-7.812500e-10,-3.906250e-10
2.512319e+02,-9.888436e-01,-1.285827e-04,-1.120610e-03,-1.181159e-04,-9.029771e-03,5.092310e-05,3.125000e-09,-1.562500e-09
