x,y,z,dx,dy,dz,dv_st
-0.988833186587054,-3.567829476747802e-05,-0.001145128417346453,-1.1193141655060543e-05,-0.00903748766721775,-3.219547621703063e-05,-5.2501479339600053e-05
-0.9888333692275247,2.334693952201794e-05,-0.001085964100489085,-4.3603663448337686e-05,-0.008995123434852058,1.6656837706027438e-05,3.0142513275146388e-05
-0.9888868428180929,3.44761963951999e-05,-0.0011451078479096414,-1.565687124531273e-05,-0.009055606664952115,-4.764527029258069e-05,0.00017276110839844084
-0.9888503986193327,-4.74461079098117e-05,-0.0010779596024897025,3.802089965126586e-05,-0.009069887509402491,-4.788593877766785e-05,-4.018389816284193e-05
-0.9888007575897079,-4.134001095808965e-05,-0.0011299374829033021,-3.3352741826069704e-05,-0.009032609014202646,2.8300970447246322e-05,-0.00012537656021118383
-0.9888399786531741,4.701928910171063e-05,-0.0011151871650040453,-4.918897288807414e-05,-0.009065181432398524,-4.4551900199499064e-05,9.11377258300795e-05
-0.9888436121287695,2.65257483154017e-05,-0.0011002715431688286,-1.0091967084177996e-05,-0.009038539774922248,3.314221215075917e-05,4.200251655578631e-05
-0.988814563926597,-4.3649788710917914e-05,-0.0011567255920646104,2.3731133969902163e-06,-0.008995301463678178,-1.7622970049069122e-05,-0.00014075112304687759
-0.9888820718209569,1.663748225529006e-05,-0.0011081161988187116,2.8422409703466306e-05,-0.00907588648937228,-1.5268405811534903e-06,0.00011526877174377638
-0.9888001402877072,3.439870606262243e-05,-0.0011225546761129779,4.647648245769392e-06,-0.008985871008654858,-3.651012495003311e-05,-0.00011172365951538275
-0.9888535854042758,2.881656603166183e-06,-0.001111276773497397,-4.894548460390624e-05,-0.009047337772001153,4.6147553936860286e-05,8.799093627929818e-05
-0.9888034971232162,-3.27466688701052e-05,-0.0011212055149352929,-2.5304046628871256e-05,-0.009001351997800607,2.728328484809637e-06,-0.00012692587661743387
-0.9888297648149085,4.0982590081326414e-05,-0.0011233352430545926,3.770552267332632e-05,-0.008989256119075272,-1.7045073257237553e-05,-5.187208442688031e-05
-0.9888497655876781,-3.6327044973649917e-06,-0.001075954896609372,-3.1491803595956394e-05,-0.009030021960482635,-3.787279035331444e-05,5.234383087158246e-05
-0.9887954697150239,2.9881937848053375e-05,-0.0010729527489653859,-4.4314419188262026e-05,-0.009071552120262881,-3.477747524852052e-05,-4.581297798156765e-05
-0.9888135710648429,4.7137280173037114e-05,-0.0010874858243957147,-4.7762170715182734e-05,-0.009063256769190096,-2.2016376669901728e-05,1.9563587951660166e-05
-0.9888573423387376,-4.1362550662501046e-05,-0.0011699242883549223,-1.6731273104544322e-06,-0.00905709875674376,3.76161658718293e-05,5.947380065917964e-06
-0.9888050732475163,-4.536728676635904e-07,-0.0010996042524837114,-3.623209030291064e-05,-0.009054909939320257,-1.5365150689758214e-05,-6.261365547180245e-05
-0.9888713999083177,-8.903827964177702e-06,-0.0010726212813017355,2.6975411063771705e-06,-0.009036317829772014,3.0733341699378745e-05,8.096508407592887e-05
-0.9888599485542834,-2.2808231503800937e-05,-0.0011211934996713535,3.551512005064333e-05,-0.009081052321850462,4.1735576042686485e-05,1.0649672317504897e-05
-0.9888864428730341,2.0196186071502476e-05,-0.0011268884759353876,8.02055300217756e-06,-0.008984422163078121,4.148109897684319e-05,0.00011923492164612023
-0.9888257094847627,-1.7717190057548218e-05,-0.0011387243175805149,3.108350438972165e-05,-0.00904010836594741,-3.897824505755936e-05,-9.651192855835111e-05
-0.98880500557258,1.0607989915953632e-05,-0.0010890275352598844,4.0778569195832945e-05,-0.009081923286344381,-3.0209142295676186e-05,-0.00011698884201050005
-0.9888576559423687,1.692441753425288e-05,-0.0011184299205182883,-2.392067792044847e-05,-0.00907667058641274,6.082787574617674e-06,9.505828056335595e-05
-0.988826815256974,2.0492345767941412e-05,-0.0010946808139810547,-2.7677898150535582e-05,-0.0090794516551355,-4.7396445068976883e-05,1.7405271530151398e-05
-0.9888306474603842,-3.231337743496925e-05,-0.001160602374541553,-4.675031945909114e-05,-0.008989575434194505,4.646095595227342e-05,-3.8079507064819426e-05
-0.9888732259241915,-1.126674823140872e-06,-0.0011299122440587568,5.060374059888922e-06,-0.009007115423061306,-3.7261059392971665e-06,7.071060333252041e-05
-0.98882156168796,-9.394836995380917e-06,-0.001159974020992562,-4.913023086259258e-05,-0.00901536062612818,-3.6592376124761685e-05,-3.528451423645021e-05
-0.9888422280485986,-7.5843514945382e-06,-0.0011369291396609708,1.740439380311413e-05,-0.0090748324870545,-3.315260803517964e-05,-1.56504703521729e-05
-0.9888489197790848,-3.521756649332557e-05,-0.0011451633078732983,-2.4890377239800972e-05,-0.009005099152325906,1.743243541554369e-05,-2.968654632568358e-06
-0.9888105535699981,6.478550040158149e-06,-0.0011280821653668408,3.123829134219427e-05,-0.009006104653142492,-8.786565575132758e-06,-0.00012611864089966042
-0.9887980732809959,3.688748887947802e-05,-0.001133552586233591,-8.801520058811127e-06,-0.009062935560694452,2.2698325712104062e-05,-7.758194274902448e-05
-0.9888190330448761,-2.8439590781453628e-05,-0.001122402399149175,2.864151616835769e-05,-0.009049382206439367,2.247502850359072e-05,-0.00011504687232971386
-0.9888284261480838,-4.469834870402079e-05,-0.0011192040726688238,-2.6303988181127355e-05,-0.009028191220748641,-4.866487989947375e-05,-5.859485855102597e-05
-0.9888268575459979,-1.854297596422241e-05,-0.0010935360565970515,-1.145394415303693e-05,-0.00901348446575468,-2.5599377642260138e-05,-5.338431472778366e-05
-0.9888694157460951,-2.2933835434559347e-05,-0.0011445668597018948,-4.947504036128077e-06,-0.00904864578047965,-2.080237430829675e-05,6.007088356018128e-05
-0.9888856701545868,3.3609016756997235e-06,-0.0011150641909741686,-1.7322951604765337e-06,-0.009062825618559854,3.100213250312625e-05,0.0001382583217620875
-0.9887983705338513,-8.024141975480248e-06,-0.0011380127523277653,4.930902218425592e-05,-0.009070150453201371,-2.5772971819544813e-05,-0.00017276638183594088
-0.9888687031299552,1.479470326154634e-05,-0.0010892797134024685,2.0430140930939245e-06,-0.009003561560992298,3.602070744909951e-05,8.200322532653925e-05
-0.9888007393366202,-2.1680231026347452e-05,-0.0011153289878055703,2.7492300163817585e-06,-0.009028504848005816,4.139123179054426e-05,-0.00014090049362182875
-0.9888600446199713,-2.6291685000024713e-05,-0.0011034144134861557,-3.6681711252932795e-05,-0.009031305973411,-8.900341027097095e-06,6.29113197326667e-05
-0.9888807866516425,-2.648849473119094e-05,-0.00110732816236781,-3.6412935561678756e-05,-0.008983809092225278,1.3089330949929465e-05,0.00010635088806152518
-0.9888168593588231,4.828757468972297e-05,-0.0011470461604611098,4.0811298723115295e-05,-0.009013085364174365,-4.2659704987976734e-05,-8.233493347168084e-05
-0.988890905208939,-7.466871024304778e-06,-0.0010946418822274453,-3.768846402582972e-05,-0.009039298476858885,4.371661502200261e-06,0.00017323323020935398
-0.9888600249436766,-1.7174788077160109e-06,-0.0011426744397076342,-4.5529238405164754e-05,-0.008996285388565525,4.801108147386777e-05,7.713314971923932e-05
-0.9888249964026922,4.4530632999111246e-05,-0.0011037168630821446,-4.147589990552913e-05,-0.008986729003817822,-3.766443273472708e-05,1.569874229431157e-05
-0.9888399963137163,4.7616289807301684e-05,-0.0011620938970002288,2.2832219112899914e-05,-0.009015576102698734,1.2117625171340072e-05,2.8872585296630862e-08
-0.9888673917648321,-1.3869798602172646e-05,-0.0010778678362090644,4.584557490463811e-05,-0.009030593668773715,3.0378997504199855e-05,2.0820830917358394e-05
-0.9888038202445772,4.448856453297239e-05,-0.001117286843807968,4.2670302649216374e-05,-0.008988813068064198,4.421943116817545e-05,-0.0001245111167907737
-0.9888868639252342,-5.503910352086905e-06,-0.0011670729467736908,-3.0184795446421263e-05,-0.009068775339689606,-3.665766605774317e-05,0.00015163345069885538
-0.9888487777090638,-8.112504795522302e-06,-0.0010729547574959664,1.4795519180918853e-05,-0.00906915838064991,1.5276808874327863e-05,1.5607588577270555e-05
-0.9888157095241902,2.7783543687229252e-05,-0.0011095465825537052,8.190520032612341e-06,-0.009005198441529076,-3.7408033326961665e-05,-6.831311187744224e-05
-0.9888371310050004,6.905137115699456e-06,-0.0011192992452158644,-2.1251548125149185e-05,-0.009072594387188803,3.098643798810898e-05,2.4416166305541954e-05
-0.9888595551582239,-4.865814643871914e-05,-0.0010791981158900365,-2.677103911514641e-05,-0.009079409211255435,3.8918359115902e-05,5.263747825622602e-05
-0.9888589445950164,2.733775116291064e-05,-0.0011121769775489663,7.177030253889044e-06,-0.009012908669863966,2.291513925087715e-05,5.918803100585998e-05
-0.9888798677378285,-2.188977465709755e-05,-0.0010745778327720787,2.9162507937545373e-05,-0.009048137429988296,-7.579677126550436e-06,7.025146064758387e-05
-0.9888585644107241,3.058433760932988e-05,-0.0010793277476803147,1.5470925616330328e-07,-0.009025120978352176,-4.279655323081661e-05,7.5246284866334e-05
-0.9888642337650051,1.3143805749139982e-06,-0.0011709355584332045,1.3452082697879146e-05,-0.009069949564470561,8.070423943346703e-06,5.2448530197144e-05
-0.9888480291749212,3.625239246072635e-05,-0.0011133592110924126,4.2281123415708565e-05,-0.009065922599974883,-1.595700175798104e-05,1.7959281921386743e-05
-0.9887988912229125,-5.027469777892513e-06,-0.0010813075569851213,2.3420677313239385e-05,-0.00904536360753228,-4.404165267177762e-05,-0.0001425439704895046
-0.9888038479103374,-3.7363202969747524e-05,-0.0010917137702273303,-4.780979978773199e-06,-0.009056682260424557,-4.155644693338513e-05,-0.0001284573535919212
-0.9888833069032682,-8.24641218725647e-06,-0.0011207244248987675,1.009097477309076e-05,-0.009067846678050044,1.2513107321827786e-05,0.00010976774826049987
-0.9888719310545112,3.337536250540939e-05,-0.0010872619925457413,-1.0085500059418736e-05,-0.009005282354070313,-3.324199078912833e-05,0.00011823907737732136
-0.9888550380047216,4.900521516867024e-05,-0.001111475975795397,-3.0865595720695995e-05,-0.009080991017051787,-7.945898664306542e-06,0.00012504702873230198
-0.9888901333192643,-2.4468005172013276e-05,-0.0010909518005548396,4.881956241024597e-05,-0.009037573759862912,1.60875608683571e-05,7.284021034240816e-05
-0.9888282236297403,-2.4645157498330474e-05,-0.0010757707303493472,2.7331674814724475e-06,-0.009066369886322687,-1.5586296763550345e-05,-4.841026878356967e-05
-0.9888668227978238,3.493728803785153e-05,-0.001157160556131586,3.0512813951462037e-06,-0.00902257277039612,-2.3430743675048782e-05,8.612732925415164e-05
-0.9888646561754925,4.6267674440781614e-05,-0.001140967484707914,2.1280667744362584e-05,-0.009013497538841954,-4.20316028007526e-06,7.307908592224215e-05
-0.9888802681637943,1.861448810054911e-05,-0.0011248300064353289,1.26777914289726e-05,-0.008986676378573902,-3.973340697143501e-05,9.428165397644189e-05
-0.9888538403506274,2.3700851347116014e-05,-0.001138857025706626,7.991012094803688e-06,-0.00907000982822535,-3.2624214232794957e-06,5.3559310913086394e-05
-0.9888636756106605,-2.271352181880727e-05,-0.0010840110394596412,-1.2948372447366781e-05,-0.009021383132474288,-2.93053552478172e-05,5.311212615966842e-05
-0.9888725477525934,-3.470663177000499e-05,-0.0011526350001637932,-3.747367108459451e-05,-0.009026706382843627,4.865470195525115e-05,8.342514610290646e-05
-0.9887971192072611,6.920452878966832e-06,-0.0011060606225645093,8.998066018398868e-06,-0.009044204006227397,1.7624610081397862e-05,-0.0001256371845245384
-0.9888229767982587,3.654931068448461e-05,-0.0010756324884175837,4.187683215022351e-05,-0.009029996528617109,4.754291593110366e-05,-5.599380493164115e-05
-0.9888287840411771,-4.1408972328599825e-05,-0.001133667215186269,5.110664350267218e-06,-0.009069770640739565,1.10031820175136e-05,-7.218154678344818e-05
-0.9888246277328272,1.0129604631936484e-05,-0.0011617830763153366,3.861381240970195e-05,-0.009038111526450038,1.1479429595957511e-05,-8.494325637817504e-05
-0.9888145392188047,-4.082764190538685e-05,-0.0010952408521406806,-3.7140506032560974e-05,-0.009032176575489173,3.2594941536432864e-05,-7.626594581604106e-05
